日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2024-05-15,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,592,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-16,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-19,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,11100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-19,payment,その他,チョコザップ,-,-,,,-,（プレミアム会員で表示）,0,3278,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-19,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-19,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,2000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-20,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-20,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,170,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-20,payment,エンタメ,ゲーム,-,-,,スプラ,-,（プレミアム会員で表示）,0,4000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-20,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,10890,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-21,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-22,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,1096,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-22,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-24,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,261824,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,33264,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-26,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,2371,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-27,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-05-29,payment,エンタメ,ゲーム,-,-,,"Switch 修理",-,（プレミアム会員で表示）,0,1030,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-01,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1888,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-02,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-02,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-06,payment,エンタメ,ゲーム,-,-,,Switch修理,-,（プレミアム会員で表示）,0,12540,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-08,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1144,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-08,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,138,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-11,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,170,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-13,payment,日用雑貨,消耗品,-,-,,duo,-,（プレミアム会員で表示）,0,1644,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-14,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,296,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-15,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-15,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-16,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1918,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-17,payment,美容・衣服,美容院,-,-,,,-,（プレミアム会員で表示）,0,5500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-17,payment,エンタメ,ゲーム,-,-,,Switchオンライン,-,（プレミアム会員で表示）,0,2400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-19,payment,その他,チョコザップ,-,-,,,-,（プレミアム会員で表示）,0,3278,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-20,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-22,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,150,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-22,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1534,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-23,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,2194,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-25,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,84,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,292452,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,4810,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-27,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-28,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,642,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-28,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,334,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-30,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,297,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-30,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1702,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-30,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,933,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-06-30,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2437,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-01,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,37000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-01,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,14300,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-02,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-03,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-03,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-06,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,626,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-06,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,42,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-06,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,915,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-07,payment,交通,Suica,-,-,,定期,-,（プレミアム会員で表示）,0,14870,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-10,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2924,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-11,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,1672,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-12,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,2136,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-15,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,636,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-15,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,7100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-16,payment,住まい,家電,-,-,,,-,（プレミアム会員で表示）,0,15351,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-17,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,265,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-17,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,2500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-18,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,536,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-18,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,230,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-18,payment,交通,タクシー,-,-,,,-,（プレミアム会員で表示）,0,2400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-20,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,247,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-21,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,244,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-21,payment,教育・教養,Udemy,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-21,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1818,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-21,payment,水道・光熱,水道料金,-,-,,,-,（プレミアム会員で表示）,0,3806,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-22,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-23,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2544,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-24,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,112,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-24,payment,住まい,家電,-,-,,タイプスティックス,-,（プレミアム会員で表示）,0,2058,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,310909,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,70078,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-26,payment,交通,飛行機,-,-,,,-,（プレミアム会員で表示）,0,16143,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-27,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,921,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-28,payment,エンタメ,映画・動画,-,-,,アマプラ,-,（プレミアム会員で表示）,0,5900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-29,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-07-30,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,759,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-01,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,4400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-01,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,110,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-02,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-02,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,1600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-02,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,108,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-02,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,939,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-03,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-03,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-05,payment,住まい,家電,-,-,,"xreal beam pro",-,（プレミアム会員で表示）,0,28196,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-05,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,270,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-05,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3050,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-05,payment,エンタメ,その他,-,-,,麻雀,-,（プレミアム会員で表示）,0,9700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-06,payment,エンタメ,イベント,-,-,,温泉,-,（プレミアム会員で表示）,0,850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-06,payment,食費,昼ご飯,-,-,,大昌園,-,（プレミアム会員で表示）,0,4550,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-10,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,580,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-10,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,580,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-10,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,4500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-10,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-13,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2570,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-13,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,108,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-13,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,965,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-14,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,643,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-15,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,755,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-16,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,4560,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-16,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2570,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-16,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,1200,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-18,payment,交際費,プレゼント,-,-,,,-,（プレミアム会員で表示）,0,3875,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-18,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,26610,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-18,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,227,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-18,payment,交通,Suica,-,-,,6か月,-,（プレミアム会員で表示）,0,77250,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-19,payment,住まい,家電,-,-,,"ケース フィルム",-,（プレミアム会員で表示）,0,2679,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-19,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-19,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1278,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-20,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,759,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-20,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,3365,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-21,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-21,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-21,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2595,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-22,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-23,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,366315,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-23,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,67203,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-24,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,5590,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,167,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,1320,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,食費,カフェ,-,-,,,-,（プレミアム会員で表示）,0,945,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,交際費,奢り,-,-,,,-,（プレミアム会員で表示）,0,65,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,274,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,208,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-25,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,170,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-26,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,4400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-26,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-28,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-08-28,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,84,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-01,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1513,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-01,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,170,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-02,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,4440,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-04,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1278,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-04,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-09-04,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
